Text,Is_PII
I understand the train that !eft north carolina at 705 pm on 11/10/2015 will be delayed upon arrival to orlando florida?,
"I sent the ticket I bought for a friend to the wrong email address, can you help",
How do I redeem points for a round trip ticket--I only see one way?,
hello-I need to call in payment for a reservation I just booked....this is the first time I have booked cname- in my system,
i want to add trips i just took to my rewards program,
How can I carry checked in baggage on cname from NYC to Washington DC,
"Hi -----, I booked tickets yesterday but never recieved an email with my tickets. confirmation number is ------ and my name is ------------",
----- who would you recommend me contact regarding implementing digital signage to enhance your customer's experience?,
"I am attempting to make a reservation for today. However, when I am asked to verify my Visa card ( new process), it does not recognize the information provided",
I have booked a reservartion # ------ for today but did not get a confirm email with pdf ticket - help,
Hi -----! I bought a train ticket this morning and I cannot seem to locate a confirmation email. Is there a way to see a confirmation email or notification?,
I bought a ticket online but have not gotten a confirmation email,
"Trying to find a train out of bridgeport, ct on december 1st that leaves around 5:00 AM - cannot find?",
"Is the Westwood Los Angeles station, does a train go there or is it a bus from Union Station to there",
Hi -----. Can you help me locate my e-tickets I purchased a while back for a trip to Chicago tomorrow? I can't locate the email in my inbox.,
$95 Saver Fare aboard the Auto Train not giving the 95 dol price,
Our train hit a pedestrian adn we need to get off the train,
"How many seats is ""one reserved coach seat""? The picture shows 4 seats available",
I have an eVoucher credit. How do I apply it to purchase a ticket?,
"I see that on the Adirondack train I can take 2 carryons measuring 28""x22""x14"" -- correct?",
"Hi, I reset my password and it continues to tell me it is incorrect and won't let me log in",
Why isn't there any train schedules listed for West Trenton Train Station? I' was always able to board a train in Ewing.,
"I'd like to add a non-synchronous ticket and seat starting from Newark, NJ <> Baltimore with this ticket. Is that possible?",
"my daughter is traveling with us, can I use my cname- rewards number? She doesn't have one.",
#NAME?,
"I want to see my son who has been living in PA since the summer. It could work out over New Years except cname-- says ""I'm sorry to the myriad of Arrivals and destnation scenarios that I have thrown",
If changing the date of a trip (same departure and destination) is there a penalty?,
we have some guests from the netherlands that tried to purchase tickets for tomorrow morning,
is there a phone # where i can call and ask questions?,
How do I book a train and use my AAA for a discount,
Looking for 2 adult 1 senior and 1 child (8yrs) from Providence to Penn Station NY Saturday am December 5 returning that evening can you tell me the best deals,
student advantage number is not recognized for -------------- i thought it is ####,
I am trying to print out confirmation for Reservation Number ------ and it won't print. How do I get a record of this for my receipts?,
"cost round trip from La Junta , co to los angelas ca",
My member # is ########## and its telling me my account does not exist?,
Id like to register for rewards and it says my email is already in use,
My carryon is two inches longer than size listed on ticket. Can I still use it?,
i can't find any tickets for my request. What do I do?,
can i add my member number to an excisting trip i purchased as a guest,
"I can't log into my account, and I have reset my password with no luck",
Is there a train that goes from Boston to New York that I can check a bag on to?,
"I will like to travel from Atlanta to Boston without using any buses, is that possible?",
I am trying to book a seat to Philadelphia. It say NaN Unreserved coach seat. What does NaN mean,
"If someone needs assistance getting from the vehicle drop off point, to the actual train, how do we arrange that?",
Is there rail service from San Diego CA to Colorado Springs Colorado,
can i change my trip to a later time the same day?,
I just booked a trip and forgot to use the AAA discount. Can I add it now?,
Is the ten-ride ticket good for travel in both directions between stations?,
Do you change trains from NY to Indianapolis on the 51 Cardinal?,
"I am travelling to Harrisburg, PA to the USCTLHA Grand Review. I was told there is a discount rate for 1st and 2nd passengers. Can you confirm?",
Trying to find out if there is a train that runs from flagstaff to I dianapolis,
"hi,. I bought a ticket a few weeks ago for tomorrow and I am not sure where it is. can I print another copy?",
Can open train tickets be purchased? We will be traveling between Rensselaer NY and Penn station,
"Round trip ticket for 1adult leaving from Alexandria va on November 20, 2015 to meridian, ms returning November 22, 2015",
I am not able to log into my account with my password,
I need a train ride from Chicago to Milwaukee on Nov. 29th at 9pm,
"if I booked through a travel agent and have their confirmation, how can I get the actual ticket?",
what if I miss my train? can I take the next scheduled train without additional fees?,
what are the different class of tickets one can buy? for example business class / coach class,
#NAME?,
"I am looking for a receipt for a ticket that was purchased at the cname- station BWI location on 10/19/15, could you help me with that?",
Is that not a train out of Princeton Junction New Jersey after the morning times.,
i cannot process the ticket it will not take my moble number .... UGH,
I am trying to book a train from Tampa FL to Miami FL,
"I bought 2 tickets (reservation ------) from penn sets to Boston for tomorrow morning, and I'm trying to cancel one of the tickets. Is there a way to do that without canceling the whole trip?",
"if someone else buys my ticket for me, do I need to bring anything to the station or is it in the system with my name like airline tickets?",
does a personal assistant ride free with their client with a disability,
I need a train from ABQ to IRV that leaves on May 27,
trying to purchase a ticket for my grandma....I get all the way to purchase screen and it says it's waiting for authentication but never confirms or say why it's not confirming,
